CustomerID,Name,Age,Gender,City,States,JointDate,CustomerType,Status
CUST02290,Rahul,44,F,Pune,TN,2028-04-08,Regular,Active
CUST02291,Meera,35,F,Ahmedabad,WB,2028-04-09,Regular,Active
CUST02292,Amit,47,M,Pune,TN,2028-04-10,Regular,Active
CUST02293,Amit,19,F,Hyderabad,TG,2028-04-11,Premium,Active
CUST02294,Sneha,22,M,Chennai,KA,2028-04-12,Premium,Active
CUST02295,Pooja,46,F,Pune,KA,2028-04-13,Regular,Active
CUST02296,Meera,50,F,Ahmedabad,DL,2028-04-14,Premium,Active
CUST02297,Sneha,59,F,Bangalore,TN,2028-04-15,Regular,Active
CUST02298,Ankit,37,F,Mumbai,TG,2028-04-16,Regular,Active
CUST02299,Pooja,47,F,Bangalore,GJ,2028-04-17,Regular,Active
CUST02300,Pooja,59,F,Chennai,KA,2028-04-18,Premium,Active
CUST02301,Raj,22,F,Kolkata,WB,2028-04-19,Regular,Active
CUST02302,Raj,38,M,Delhi,GJ,2028-04-20,Regular,Active
CUST02303,Priya,32,F,Ahmedabad,MH,2028-04-21,Regular,Active
CUST02304,Priya,37,M,Hyderabad,MH,2028-04-22,Regular,Active
CUST02305,Rahul,25,F,Hyderabad,WB,2028-04-23,Regular,Active
CUST02306,Ankit,48,M,Chennai,MH,2028-04-24,Regular,Active
CUST02307,Neha,29,F,Hyderabad,TG,2028-04-25,Regular,Active
CUST02308,Neha,38,F,Chennai,WB,2028-04-26,Regular,Active
CUST02309,Raj,47,M,Ahmedabad,KA,2028-04-27,Regular,Active
CUST02310,Raj,44,F,Bangalore,TN,2028-04-28,Premium,Active
CUST02311,Raj,61,F,Kolkata,MH,2028-04-29,Regular,Active
CUST02312,Meera,43,F,Delhi,TN,2028-04-30,Regular,Active
CUST02313,Vikram,50,F,Hyderabad,TG,2028-05-01,Premium,Active
CUST02314,Priya,43,F,Kolkata,MH,2028-05-02,Regular,Active
CUST02315,Meera,43,M,Kolkata,MH,2028-05-03,Regular,Active
CUST02316,Amit,53,F,Kolkata,TN,2028-05-04,Regular,Active
CUST02317,Neha,57,M,Mumbai,KA,2028-05-05,Regular,Active
CUST02318,Pooja,18,M,Kolkata,TG,2028-05-06,Premium,Active
CUST02319,Priya,32,M,Pune,GJ,2028-05-07,Regular,Active
CUST02320,Sneha,18,M,Chennai,MH,2028-05-08,Regular,Active
CUST02321,Amit,28,M,Mumbai,DL,2028-05-09,Regular,Active
CUST02322,Priya,19,M,Pune,DL,2028-05-10,Regular,Active
CUST02323,Meera,18,M,Mumbai,MH,2028-05-11,Regular,Active
CUST02324,Ankit,48,M,Kolkata,KA,2028-05-12,Regular,Active
CUST02325,Pooja,61,F,Hyderabad,TN,2028-05-13,Regular,Active
CUST02326,Priya,33,M,Hyderabad,WB,2028-05-14,Premium,Active
CUST02327,Vikram,39,F,Hyderabad,GJ,2028-05-15,Regular,Active
CUST02328,Raj,59,M,Hyderabad,WB,2028-05-16,Regular,Active
CUST02329,Raj,35,M,Chennai,TG,2028-05-17,Premium,Active
CUST02330,Pooja,64,F,Ahmedabad,MH,2028-05-18,Regular,Active
CUST02331,Meera,34,M,Hyderabad,MH,2028-05-19,Premium,Active
CUST02332,Raj,47,F,Delhi,MH,2028-05-20,Regular,Active
CUST02333,Priya,27,M,Kolkata,KA,2028-05-21,Premium,Active
CUST02334,Sneha,52,F,Mumbai,WB,2028-05-22,Premium,Active
CUST02335,Neha,38,F,Delhi,TG,2028-05-23,Regular,Active
CUST02336,Neha,33,M,Hyderabad,GJ,2028-05-24,Regular,Active
CUST02337,Amit,23,M,Delhi,KA,2028-05-25,Regular,Active
CUST02338,Rahul,20,M,Mumbai,TG,2028-05-26,Regular,Active
CUST02339,Ankit,58,M,Hyderabad,KA,2028-05-27,Regular,Active
CUST02340,Pooja,60,F,Delhi,GJ,2028-05-28,Regular,Active
CUST02341,Amit,38,F,Chennai,GJ,2028-05-29,Premium,Active
CUST02342,Rahul,30,F,Chennai,TN,2028-05-30,Regular,Active
CUST02343,Meera,35,F,Kolkata,KA,2028-05-31,Regular,Active
CUST02344,Vikram,41,F,Ahmedabad,KA,2028-06-01,Regular,Active
CUST02345,Vikram,44,F,Kolkata,GJ,2028-06-02,Premium,Active
CUST02346,Ankit,21,F,Pune,TN,2028-06-03,Regular,Active
CUST02347,Raj,39,M,Delhi,DL,2028-06-04,Regular,Active
CUST02348,Priya,41,M,Mumbai,TN,2028-06-05,Premium,Active
CUST02349,Amit,57,M,Chennai,MH,2028-06-06,Regular,Active
CUST02350,Amit,62,M,Bangalore,MH,2028-06-07,Regular,Active
CUST02351,Pooja,27,M,Ahmedabad,DL,2028-06-08,Regular,Active
CUST02352,Pooja,19,M,Kolkata,MH,2028-06-09,Regular,Active
CUST02353,Vikram,57,M,Pune,GJ,2028-06-10,Regular,Active
CUST02354,Vikram,23,M,Chennai,WB,2028-06-11,Regular,Active
CUST02355,Sneha,35,F,Pune,GJ,2028-06-12,Regular,Active
CUST02356,Sneha,34,M,Hyderabad,MH,2028-06-13,Regular,Active
CUST02357,Raj,55,M,Delhi,TG,2028-06-14,Premium,Active
CUST02358,Sneha,62,M,Pune,KA,2028-06-15,Regular,Active
CUST02359,Priya,40,F,Ahmedabad,DL,2028-06-16,Premium,Active
CUST02360,Priya,63,M,Chennai,WB,2028-06-17,Regular,Active
CUST02361,Amit,47,F,Chennai,TN,2028-06-18,Regular,Active
CUST02362,Neha,38,F,Delhi,TN,2028-06-19,Regular,Active
CUST02363,Priya,27,M,Kolkata,MH,2028-06-20,Regular,Active
CUST02364,Rahul,60,F,Kolkata,MH,2028-06-21,Regular,Active
CUST02365,Vikram,30,M,Bangalore,MH,2028-06-22,Regular,Active
CUST02366,Pooja,29,M,Ahmedabad,GJ,2028-06-23,Regular,Active
CUST02367,Sneha,26,M,Bangalore,DL,2028-06-24,Regular,Active
CUST02368,Amit,21,F,Kolkata,GJ,2028-06-25,Regular,Active
CUST02369,Ankit,56,M,Kolkata,MH,2028-06-26,Regular,Active
CUST02370,Pooja,41,M,Ahmedabad,TG,2028-06-27,Regular,Active
CUST02371,Rahul,51,M,Pune,KA,2028-06-28,Premium,Active
CUST02372,Sneha,56,F,Ahmedabad,TN,2028-06-29,Regular,Active
CUST02373,Rahul,58,F,Kolkata,GJ,2028-06-30,Premium,Active
CUST02374,Vikram,22,F,Kolkata,DL,2028-07-01,Regular,Active
CUST02375,Vikram,32,F,Chennai,MH,2028-07-02,Regular,Active
CUST02376,Raj,21,M,Bangalore,DL,2028-07-03,Regular,Active
CUST02377,Amit,56,M,Delhi,TG,2028-07-04,Regular,Active
CUST02378,Pooja,25,F,Ahmedabad,MH,2028-07-05,Regular,Active
CUST02379,Meera,62,M,Mumbai,DL,2028-07-06,Premium,Active
CUST02380,Meera,41,F,Delhi,MH,2028-07-07,Regular,Active
CUST02381,Pooja,45,M,Ahmedabad,TG,2028-07-08,Regular,Active
CUST02382,Ankit,60,M,Hyderabad,TN,2028-07-09,Premium,Active
CUST02383,Amit,44,F,Ahmedabad,MH,2028-07-10,Regular,Active
CUST02384,Rahul,18,F,Mumbai,GJ,2028-07-11,Premium,Active
CUST02385,Ankit,51,M,Chennai,MH,2028-07-12,Regular,Active
CUST02386,Neha,34,F,Hyderabad,MH,2028-07-13,Regular,Active
CUST02387,Pooja,54,M,Bangalore,TG,2028-07-14,Regular,Active
CUST02388,Rahul,55,M,Mumbai,GJ,2028-07-15,Regular,Active
CUST02389,Meera,43,M,Kolkata,TG,2028-07-16,Regular,Active
CUST02390,Priya,41,M,Hyderabad,DL,2028-07-17,Premium,Active
CUST02391,Raj,56,F,Chennai,GJ,2028-07-18,Regular,Active
CUST02392,Meera,38,M,Ahmedabad,WB,2028-07-19,Regular,Active
CUST02393,Amit,47,M,Ahmedabad,WB,2028-07-20,Regular,Active
CUST02394,Vikram,64,M,Mumbai,WB,2028-07-21,Regular,Active
CUST02395,Priya,30,F,Kolkata,MH,2028-07-22,Premium,Active
CUST02396,Raj,54,M,Hyderabad,MH,2028-07-23,Regular,Active
CUST02397,Raj,20,F,Chennai,DL,2028-07-24,Regular,Active
CUST02398,Neha,49,F,Ahmedabad,KA,2028-07-25,Regular,Active
CUST02399,Neha,52,F,Hyderabad,MH,2028-07-26,Regular,Active
CUST02400,Sneha,36,F,Mumbai,TN,2028-07-27,Regular,Active
CUST02401,Meera,31,F,Kolkata,DL,2028-07-28,Premium,Active
CUST02402,Meera,39,F,Bangalore,DL,2028-07-29,Regular,Active
CUST02403,Meera,34,F,Pune,GJ,2028-07-30,Regular,Active
CUST02404,Sneha,21,M,Chennai,MH,2028-07-31,Premium,Active
CUST02405,Ankit,62,M,Mumbai,GJ,2028-08-01,Regular,Active
CUST02406,Raj,57,F,Ahmedabad,WB,2028-08-02,Regular,Active
CUST02407,Priya,36,F,Kolkata,TG,2028-08-03,Regular,Active
CUST02408,Amit,54,F,Bangalore,DL,2028-08-04,Regular,Active
CUST02409,Raj,19,M,Hyderabad,KA,2028-08-05,Regular,Active
CUST02410,Neha,32,F,Kolkata,MH,2028-08-06,Premium,Active
CUST02411,Rahul,19,M,Pune,TN,2028-08-07,Regular,Active
CUST02412,Vikram,28,M,Bangalore,KA,2028-08-08,Regular,Active
CUST02413,Sneha,62,F,Mumbai,DL,2028-08-09,Regular,Active
CUST02414,Pooja,40,M,Ahmedabad,DL,2028-08-10,Regular,Active
CUST02415,Rahul,27,F,Kolkata,MH,2028-08-11,Regular,Active
CUST02416,Amit,20,F,Pune,KA,2028-08-12,Regular,Active
CUST02417,Meera,22,F,Kolkata,MH,2028-08-13,Regular,Active
CUST02418,Neha,20,M,Delhi,TG,2028-08-14,Regular,Active
CUST02419,Neha,55,F,Chennai,KA,2028-08-15,Regular,Active
CUST02420,Neha,30,M,Kolkata,WB,2028-08-16,Regular,Active
CUST02421,Meera,59,F,Pune,TG,2028-08-17,Premium,Active
CUST02422,Pooja,36,F,Bangalore,WB,2028-08-18,Premium,Active
CUST02423,Sneha,57,F,Chennai,KA,2028-08-19,Regular,Active
CUST02424,Rahul,52,F,Mumbai,MH,2028-08-20,Regular,Active
CUST02425,Meera,41,F,Pune,WB,2028-08-21,Regular,Active
CUST02426,Amit,41,M,Chennai,DL,2028-08-22,Regular,Active
CUST02427,Sneha,34,F,Delhi,MH,2028-08-23,Regular,Active
CUST02428,Amit,57,F,Ahmedabad,TN,2028-08-24,Regular,Active
CUST02429,Sneha,27,F,Mumbai,GJ,2028-08-25,Regular,Active
CUST02430,Pooja,19,M,Kolkata,MH,2028-08-26,Regular,Active
CUST02431,Vikram,61,F,Pune,TG,2028-08-27,Premium,Active
CUST02432,Amit,40,F,Hyderabad,MH,2028-08-28,Regular,Active
CUST02433,Meera,23,F,Mumbai,TG,2028-08-29,Regular,Active
CUST02434,Sneha,19,F,Pune,KA,2028-08-30,Regular,Active
CUST02435,Neha,38,M,Ahmedabad,TG,2028-08-31,Regular,Active
CUST02436,Raj,52,F,Ahmedabad,GJ,2028-09-01,Regular,Active
CUST02437,Neha,46,M,Mumbai,TN,2028-09-02,Regular,Active
CUST02438,Ankit,24,M,Delhi,TN,2028-09-03,Regular,Active
CUST02439,Vikram,46,M,Bangalore,DL,2028-09-04,Premium,Active
CUST02440,Vikram,54,M,Mumbai,TG,2028-09-05,Regular,Active
CUST02441,Neha,40,F,Pune,MH,2028-09-06,Regular,Active
CUST02442,Rahul,50,F,Ahmedabad,TN,2028-09-07,Regular,Active
CUST02443,Pooja,25,M,Bangalore,MH,2028-09-08,Regular,Active
CUST02444,Amit,29,M,Chennai,DL,2028-09-09,Regular,Active
CUST02445,Meera,63,M,Hyderabad,KA,2028-09-10,Premium,Active
CUST02446,Vikram,27,F,Delhi,TN,2028-09-11,Regular,Active
CUST02447,Neha,32,M,Ahmedabad,GJ,2028-09-12,Premium,Active
CUST02448,Neha,41,M,Kolkata,GJ,2028-09-13,Regular,Active
CUST02449,Pooja,43,M,Ahmedabad,TN,2028-09-14,Premium,Active
CUST02450,Pooja,64,M,Pune,TN,2028-09-15,Regular,Active
CUST02451,Priya,59,M,Pune,TG,2028-09-16,Regular,Active
CUST02452,Priya,56,F,Pune,GJ,2028-09-17,Regular,Active
CUST02453,Rahul,20,M,Mumbai,GJ,2028-09-18,Regular,Active
CUST02454,Rahul,19,F,Hyderabad,MH,2028-09-19,Regular,Active
CUST02455,Ankit,23,F,Hyderabad,MH,2028-09-20,Regular,Active
CUST02456,Rahul,38,F,Bangalore,TN,2028-09-21,Premium,Active
CUST02457,Sneha,26,F,Mumbai,MH,2028-09-22,Regular,Active
CUST02458,Pooja,27,F,Pune,TG,2028-09-23,Regular,Active
CUST02459,Meera,53,M,Hyderabad,WB,2028-09-24,Regular,Active
CUST02460,Sneha,20,F,Ahmedabad,GJ,2028-09-25,Premium,Active
CUST02461,Amit,58,F,Pune,WB,2028-09-26,Regular,Active
CUST02462,Neha,41,M,Pune,MH,2028-09-27,Premium,Active
CUST02463,Rahul,39,F,Pune,TG,2028-09-28,Regular,Active
CUST02464,Neha,31,M,Delhi,WB,2028-09-29,Regular,Active
CUST02465,Vikram,59,M,Kolkata,DL,2028-09-30,Regular,Active
CUST02466,Ankit,62,M,Chennai,DL,2028-10-01,Regular,Active
CUST02467,Vikram,61,M,Ahmedabad,WB,2028-10-02,Regular,Active
CUST02468,Ankit,44,M,Chennai,GJ,2028-10-03,Regular,Active
CUST02469,Priya,50,F,Bangalore,KA,2028-10-04,Regular,Active
CUST02470,Neha,39,M,Hyderabad,MH,2028-10-05,Regular,Active
CUST02471,Ankit,46,M,Chennai,WB,2028-10-06,Regular,Active
CUST02472,Raj,36,F,Bangalore,MH,2028-10-07,Regular,Active
CUST02473,Sneha,36,F,Kolkata,MH,2028-10-08,Regular,Active
CUST02474,Ankit,23,F,Pune,MH,2028-10-09,Regular,Active
CUST02475,Ankit,62,F,Ahmedabad,TG,2028-10-10,Regular,Active
CUST02476,Sneha,36,M,Ahmedabad,MH,2028-10-11,Regular,Active
CUST02477,Neha,30,F,Mumbai,MH,2028-10-12,Regular,Active
CUST02478,Neha,43,M,Delhi,WB,2028-10-13,Regular,Active
CUST02479,Sneha,39,F,Kolkata,DL,2028-10-14,Regular,Active
CUST02480,Vikram,38,F,Kolkata,GJ,2028-10-15,Regular,Active
CUST02481,Raj,53,F,Chennai,TG,2028-10-16,Regular,Active
CUST02482,Meera,19,F,Chennai,MH,2028-10-17,Premium,Active
CUST02483,Amit,64,F,Delhi,KA,2028-10-18,Regular,Active
CUST02484,Raj,61,M,Ahmedabad,MH,2028-10-19,Regular,Active
CUST02485,Neha,47,M,Mumbai,GJ,2028-10-20,Regular,Active
CUST02486,Meera,44,M,Kolkata,GJ,2028-10-21,Regular,Active
CUST02487,Priya,24,F,Hyderabad,GJ,2028-10-22,Regular,Active
CUST02488,Rahul,37,M,Chennai,KA,2028-10-23,Regular,Active
CUST02489,Ankit,48,F,Ahmedabad,MH,2028-10-24,Premium,Active
CUST02490,Sneha,40,F,Kolkata,DL,2028-10-25,Regular,Active
CUST02491,Sneha,30,M,Mumbai,MH,2028-10-26,Premium,Active
CUST02492,Ankit,34,M,Ahmedabad,GJ,2028-10-27,Regular,Active
CUST02493,Rahul,21,F,Bangalore,TN,2028-10-28,Regular,Active
CUST02494,Amit,31,F,Mumbai,TN,2028-10-29,Regular,Active
CUST02495,Rahul,37,M,Kolkata,MH,2028-10-30,Premium,Active
CUST02496,Meera,30,F,Kolkata,TG,2028-10-31,Premium,Active
CUST02497,Rahul,20,M,Delhi,DL,2028-11-01,Regular,Active
CUST02498,Meera,43,M,Ahmedabad,MH,2028-11-02,Regular,Active
CUST02499,Rahul,43,F,Ahmedabad,MH,2028-11-03,Regular,Active
CUST02500,Amit,35,F,Ahmedabad,TG,2028-11-04,Regular,Active
CUST02501,Amit,49,F,Kolkata,MH,2028-11-05,Regular,Active
CUST02502,Neha,31,F,Ahmedabad,MH,2028-11-06,Regular,Active
CUST02503,Ankit,64,M,Ahmedabad,KA,2028-11-07,Regular,Active
CUST02504,Amit,20,F,Chennai,WB,2028-11-08,Regular,Active
CUST02505,Meera,18,M,Hyderabad,DL,2028-11-09,Regular,Active
CUST02506,Amit,43,M,Delhi,KA,2028-11-10,Premium,Active
CUST02507,Neha,41,F,Kolkata,TG,2028-11-11,Regular,Active
CUST02508,Sneha,52,M,Ahmedabad,WB,2028-11-12,Regular,Active
CUST02509,Meera,31,F,Mumbai,MH,2028-11-13,Regular,Active
CUST02510,Neha,20,F,Kolkata,TN,2028-11-14,Premium,Active
CUST02511,Vikram,30,M,Mumbai,MH,2028-11-15,Regular,Active
CUST02512,Vikram,64,M,Mumbai,KA,2028-11-16,Regular,Active
CUST02513,Priya,31,M,Kolkata,GJ,2028-11-17,Premium,Active
CUST02514,Rahul,38,F,Mumbai,DL,2028-11-18,Regular,Active
CUST02515,Ankit,43,F,Hyderabad,DL,2028-11-19,Regular,Active
CUST02516,Pooja,20,M,Bangalore,WB,2028-11-20,Premium,Active
CUST02517,Raj,57,F,Delhi,KA,2028-11-21,Regular,Active
CUST02518,Neha,21,F,Kolkata,MH,2028-11-22,Premium,Active
CUST02519,Sneha,53,M,Pune,GJ,2028-11-23,Premium,Active
CUST02520,Raj,60,F,Bangalore,WB,2028-11-24,Premium,Active
CUST02521,Sneha,18,M,Ahmedabad,TG,2028-11-25,Regular,Active
CUST02522,Raj,57,M,Mumbai,DL,2028-11-26,Premium,Active
CUST02523,Neha,64,M,Mumbai,GJ,2028-11-27,Premium,Active
CUST02524,Pooja,50,F,Delhi,TG,2028-11-28,Regular,Active
CUST02525,Raj,24,M,Bangalore,GJ,2028-11-29,Regular,Active
CUST02526,Neha,28,M,Bangalore,KA,2028-11-30,Regular,Active
CUST02527,Amit,44,M,Kolkata,TN,2028-12-01,Premium,Active
CUST02528,Pooja,31,M,Ahmedabad,GJ,2028-12-02,Regular,Active
CUST02529,Meera,39,F,Mumbai,GJ,2028-12-03,Regular,Active
CUST02530,Sneha,33,M,Pune,TG,2028-12-04,Premium,Active
CUST02531,Vikram,63,F,Chennai,MH,2028-12-05,Regular,Active
CUST02532,Rahul,29,M,Ahmedabad,MH,2028-12-06,Regular,Active
CUST02533,Vikram,63,F,Pune,MH,2028-12-07,Regular,Active
CUST02534,Pooja,27,F,Kolkata,DL,2028-12-08,Regular,Active
CUST02535,Meera,41,F,Kolkata,MH,2028-12-09,Regular,Active
CUST02536,Sneha,63,F,Kolkata,KA,2028-12-10,Regular,Active
CUST02537,Meera,35,M,Delhi,GJ,2028-12-11,Regular,Active
CUST02538,Raj,39,M,Delhi,TN,2028-12-12,Regular,Active
CUST02539,Sneha,26,F,Ahmedabad,DL,2028-12-13,Regular,Active
CUST02540,Raj,34,F,Kolkata,TN,2028-12-14,Regular,Active
CUST02541,Neha,55,F,Hyderabad,DL,2028-12-15,Premium,Active
CUST02542,Pooja,57,M,Chennai,WB,2028-12-16,Regular,Active
CUST02543,Neha,30,F,Bangalore,MH,2028-12-17,Regular,Active
CUST02544,Priya,54,F,Bangalore,WB,2028-12-18,Regular,Active
CUST02545,Meera,23,M,Mumbai,WB,2028-12-19,Regular,Active
CUST02546,Raj,38,M,Bangalore,KA,2028-12-20,Regular,Active
CUST02547,Amit,53,M,Pune,GJ,2028-12-21,Regular,Active
CUST02548,Neha,24,M,Bangalore,WB,2028-12-22,Regular,Active
CUST02549,Priya,53,M,Chennai,KA,2028-12-23,Regular,Active
CUST02550,Ankit,42,M,Bangalore,MH,2028-12-24,Regular,Active
CUST02551,Vikram,28,F,Pune,WB,2028-12-25,Premium,Active
CUST02552,Sneha,61,F,Chennai,KA,2028-12-26,Regular,Active
CUST02553,Priya,31,M,Delhi,GJ,2028-12-27,Regular,Active
CUST02554,Pooja,62,F,Chennai,DL,2028-12-28,Regular,Active
CUST02555,Neha,46,M,Delhi,KA,2028-12-29,Regular,Active
CUST02556,Pooja,27,F,Chennai,TG,2028-12-30,Regular,Active
CUST02557,Vikram,22,M,Kolkata,KA,2028-12-31,Regular,Active
CUST02558,Amit,25,M,Pune,MH,2029-01-01,Regular,Active
CUST02559,Meera,63,F,Hyderabad,TG,2029-01-02,Regular,Active
CUST02560,Meera,22,F,Ahmedabad,DL,2029-01-03,Regular,Active
CUST02561,Pooja,41,M,Delhi,GJ,2029-01-04,Regular,Active
CUST02562,Raj,57,M,Delhi,MH,2029-01-05,Premium,Active
CUST02563,Amit,43,M,Bangalore,KA,2029-01-06,Regular,Active
CUST02564,Meera,23,M,Delhi,MH,2029-01-07,Regular,Active
CUST02565,Amit,33,M,Chennai,GJ,2029-01-08,Regular,Active
CUST02566,Priya,53,M,Kolkata,DL,2029-01-09,Regular,Active
CUST02567,Amit,29,F,Kolkata,MH,2029-01-10,Premium,Active
CUST02568,Rahul,28,F,Bangalore,TG,2029-01-11,Regular,Active
CUST02569,Vikram,20,F,Chennai,TN,2029-01-12,Regular,Active
CUST02570,Meera,61,F,Chennai,WB,2029-01-13,Regular,Active
CUST02571,Amit,54,F,Mumbai,TG,2029-01-14,Regular,Active
CUST02572,Pooja,23,M,Ahmedabad,GJ,2029-01-15,Regular,Active
CUST02573,Ankit,36,M,Delhi,MH,2029-01-16,Regular,Active
CUST02574,Rahul,35,F,Bangalore,KA,2029-01-17,Regular,Active
CUST02575,Rahul,33,M,Kolkata,MH,2029-01-18,Regular,Active
CUST02576,Raj,40,F,Pune,DL,2029-01-19,Regular,Active
CUST02577,Amit,60,F,Hyderabad,WB,2029-01-20,Regular,Active
CUST02578,Raj,54,M,Mumbai,GJ,2029-01-21,Regular,Active
CUST02579,Raj,26,M,Ahmedabad,MH,2029-01-22,Regular,Active
CUST02580,Ankit,20,F,Chennai,KA,2029-01-23,Regular,Active
CUST02581,Priya,25,F,Delhi,WB,2029-01-24,Regular,Active
CUST02582,Amit,55,F,Kolkata,TN,2029-01-25,Regular,Active
CUST02583,Neha,21,F,Pune,KA,2029-01-26,Regular,Active
CUST02584,Meera,29,M,Mumbai,MH,2029-01-27,Premium,Active
CUST02585,Raj,61,F,Chennai,DL,2029-01-28,Regular,Active
CUST02586,Vikram,48,M,Kolkata,TN,2029-01-29,Regular,Active
CUST02587,Sneha,42,F,Kolkata,KA,2029-01-30,Regular,Active
CUST02588,Vikram,33,F,Chennai,WB,2029-01-31,Regular,Active
CUST02589,Ankit,59,M,Chennai,MH,2029-02-01,Regular,Active
CUST02590,Ankit,31,M,Bangalore,TN,2029-02-02,Regular,Active
CUST02591,Pooja,30,M,Kolkata,DL,2029-02-03,Regular,Active
CUST02592,Priya,58,M,Chennai,KA,2029-02-04,Regular,Active
CUST02593,Meera,24,M,Hyderabad,WB,2029-02-05,Premium,Active
CUST02594,Raj,29,F,Ahmedabad,MH,2029-02-06,Regular,Active
CUST02595,Vikram,54,F,Pune,WB,2029-02-07,Regular,Active
CUST02596,Sneha,21,F,Pune,GJ,2029-02-08,Regular,Active
CUST02597,Ankit,19,M,Hyderabad,TG,2029-02-09,Regular,Active
CUST02598,Ankit,52,M,Pune,TN,2029-02-10,Regular,Active
CUST02599,Priya,61,M,Mumbai,MH,2029-02-11,Regular,Active
CUST02600,Sneha,20,F,Pune,KA,2029-02-12,Premium,Active
CUST02601,Sneha,21,M,Delhi,TG,2029-02-13,Regular,Active
CUST02602,Priya,55,F,Pune,WB,2029-02-14,Regular,Active
CUST02603,Ankit,29,F,Hyderabad,TN,2029-02-15,Premium,Active
CUST02604,Meera,36,F,Bangalore,MH,2029-02-16,Regular,Active
CUST02605,Amit,27,M,Chennai,MH,2029-02-17,Regular,Active
CUST02606,Amit,18,F,Delhi,WB,2029-02-18,Regular,Active
CUST02607,Priya,34,F,Bangalore,TN,2029-02-19,Regular,Active
CUST02608,Sneha,33,F,Kolkata,MH,2029-02-20,Regular,Active
CUST02609,Raj,26,M,Delhi,MH,2029-02-21,Regular,Active
CUST02610,Priya,26,F,Hyderabad,TN,2029-02-22,Regular,Active
CUST02611,Meera,26,M,Bangalore,WB,2029-02-23,Regular,Active
CUST02612,Priya,29,M,Chennai,MH,2029-02-24,Premium,Active
CUST02613,Rahul,58,F,Chennai,GJ,2029-02-25,Regular,Active
CUST02614,Vikram,32,F,Pune,MH,2029-02-26,Regular,Active
CUST02615,Sneha,19,M,Bangalore,TN,2029-02-27,Regular,Active
CUST02616,Pooja,28,F,Kolkata,KA,2029-02-28,Regular,Active
CUST02617,Pooja,28,M,Pune,MH,2029-03-01,Premium,Active
CUST02618,Sneha,25,M,Hyderabad,TN,2029-03-02,Regular,Active
CUST02619,Meera,49,M,Bangalore,KA,2029-03-03,Regular,Active
CUST02620,Rahul,23,F,Mumbai,GJ,2029-03-04,Regular,Active
CUST02621,Rahul,37,M,Bangalore,MH,2029-03-05,Regular,Active
CUST02622,Ankit,56,M,Bangalore,TN,2029-03-06,Regular,Active
CUST02623,Vikram,52,F,Hyderabad,WB,2029-03-07,Regular,Active
CUST02624,Amit,25,F,Chennai,MH,2029-03-08,Premium,Active
CUST02625,Neha,60,M,Pune,MH,2029-03-09,Regular,Active
CUST02626,Meera,51,M,Kolkata,MH,2029-03-10,Regular,Active
CUST02627,Neha,36,M,Pune,KA,2029-03-11,Regular,Active
CUST02628,Neha,24,F,Bangalore,TG,2029-03-12,Premium,Active
CUST02629,Sneha,48,M,Delhi,MH,2029-03-13,Regular,Active
CUST02630,Pooja,35,M,Chennai,TG,2029-03-14,Regular,Active
CUST02631,Pooja,57,F,Chennai,TN,2029-03-15,Regular,Active
CUST02632,Amit,31,F,Ahmedabad,WB,2029-03-16,Premium,Active
CUST02633,Sneha,56,M,Bangalore,KA,2029-03-17,Regular,Active
CUST02634,Neha,53,F,Hyderabad,MH,2029-03-18,Regular,Active
CUST02635,Raj,34,M,Delhi,TG,2029-03-19,Premium,Active
CUST02636,Pooja,54,M,Bangalore,KA,2029-03-20,Regular,Active
CUST02637,Meera,61,F,Delhi,KA,2029-03-21,Regular,Active
CUST02638,Meera,26,M,Chennai,MH,2029-03-22,Premium,Active
CUST02639,Ankit,37,M,Delhi,KA,2029-03-23,Premium,Active
CUST02640,Priya,62,F,Pune,MH,2029-03-24,Regular,Active
CUST02641,Raj,45,M,Bangalore,MH,2029-03-25,Regular,Active
CUST02642,Pooja,37,F,Mumbai,DL,2029-03-26,Regular,Active
CUST02643,Rahul,58,M,Mumbai,KA,2029-03-27,Regular,Active
CUST02644,Pooja,53,F,Delhi,DL,2029-03-28,Premium,Active
CUST02645,Ankit,44,F,Hyderabad,TG,2029-03-29,Regular,Active
CUST02646,Meera,25,F,Bangalore,WB,2029-03-30,Premium,Active
CUST02647,Neha,49,F,Kolkata,MH,2029-03-31,Regular,Active
CUST02648,Rahul,18,F,Mumbai,TG,2029-04-01,Regular,Active
CUST02649,Sneha,34,F,Ahmedabad,MH,2029-04-02,Regular,Active
CUST02650,Vikram,26,M,Chennai,WB,2029-04-03,Premium,Active
CUST02651,Neha,37,M,Pune,WB,2029-04-04,Premium,Active
CUST02652,Vikram,62,F,Bangalore,MH,2029-04-05,Regular,Active
CUST02653,Raj,49,M,Bangalore,TG,2029-04-06,Regular,Active
CUST02654,Priya,19,F,Pune,TN,2029-04-07,Regular,Active
CUST02655,Rahul,49,F,Mumbai,GJ,2029-04-08,Premium,Active
CUST02656,Amit,62,M,Pune,MH,2029-04-09,Regular,Active
CUST02657,Rahul,26,F,Pune,DL,2029-04-10,Regular,Active
CUST02658,Pooja,47,M,Kolkata,TN,2029-04-11,Regular,Active
CUST02659,Meera,37,F,Ahmedabad,DL,2029-04-12,Regular,Active
CUST02660,Pooja,55,F,Pune,MH,2029-04-13,Premium,Active
CUST02661,Pooja,18,M,Chennai,MH,2029-04-14,Regular,Active
