CustomerID,BillDate,Amount,PaymentStatus,PaymentMethod,PaymentDate,Name,Age,Gender,City,States,JointDate,CustomerType,Status
CUST06198,2021-07-28,12389.23,Paid,UPI,2021-07-28,Meera,57,M,Pune,KA,2038-12-20,Regular,Active
CUST07153,2021-04-16,3849.31,Paid,Net Banking,2021-04-21,Priya,63,F,Delhi,GJ,2041-08-01,Regular,Active
CUST07023,2021-11-22,709.29,Paid,UPI,2021-11-25,Amit,55,M,Delhi,MH,2041-03-24,Regular,Active
CUST02277,2021-05-18,7047.61,Paid,UPI,2021-05-20,Rahul,61,M,Kolkata,MH,2028-03-26,Regular,Active
CUST06942,2021-03-15,3228.99,Paid,Card,2021-03-20,Amit,58,M,Ahmedabad,GJ,2041-01-02,Regular,Active
CUST08867,2021-06-18,15004.31,Paid,Card,2021-06-21,Ankit,20,M,Delhi,MH,2046-04-11,Regular,Active
CUST06162,2021-03-30,4932.25,Paid,Wallet,2021-04-02,Neha,55,M,Ahmedabad,TG,2038-11-14,Regular,Active
CUST05339,2021-03-23,6592.82,Late,Card,2021-04-03,Sneha,27,F,Kolkata,TG,2036-08-13,Regular,Active
CUST09434,2021-10-30,9492.27,Missed,Net Banking,,Vikram,60,M,Delhi,TG,2047-10-30,Regular,Active
CUST02201,2021-08-12,9315.03,Paid,Wallet,2021-08-12,Vikram,37,F,Kolkata,GJ,2028-01-10,Regular,Active
CUST08540,2021-07-07,7652.82,Paid,UPI,2021-07-10,Priya,64,F,Chennai,DL,2045-05-19,Regular,Active
CUST01117,2021-12-19,8753.83,Paid,Card,2021-12-21,Pooja,32,M,Chennai,TG,2025-01-21,Premium,Active
CUST01238,2021-04-30,4337.29,Paid,UPI,2021-05-03,Vikram,41,F,Ahmedabad,GJ,2025-05-22,Premium,Active
CUST08707,2021-08-02,12085.7,Paid,Card,2021-08-03,Neha,35,M,Ahmedabad,MH,2045-11-02,Regular,Active
CUST01947,2021-10-10,9073.63,Paid,Card,2021-10-15,Sneha,54,F,Hyderabad,TG,2027-05-01,Regular,Active
CUST00477,2021-06-10,9424.01,Paid,Wallet,2021-06-15,Neha,56,F,Ahmedabad,MH,2023-04-22,Premium,Active
CUST09293,2021-09-13,12204.85,Paid,Wallet,2021-09-13,Neha,43,M,Kolkata,TN,2047-06-11,Regular,Active
CUST05178,2021-05-06,8348.07,Paid,Wallet,2021-05-07,Raj,19,M,Kolkata,DL,2036-03-05,Premium,Active
CUST09717,2021-06-11,12853.88,Paid,Wallet,2021-06-14,Meera,30,F,Ahmedabad,GJ,2048-08-08,Premium,Active
CUST03207,2021-10-24,19643.7,Paid,Card,2021-10-25,Ankit,30,F,Chennai,TG,2030-10-12,Regular,Active
CUST09807,2021-05-07,1997.24,Paid,Wallet,2021-05-11,Raj,63,F,Hyderabad,TG,2048-11-06,Regular,Active
CUST05469,2021-01-26,1463.46,Paid,Net Banking,2021-01-28,Pooja,45,M,Kolkata,DL,2036-12-21,Regular,Active
CUST05711,2021-04-24,4897.02,Paid,UPI,2021-04-24,Vikram,57,F,Hyderabad,DL,2037-08-20,Regular,Active
CUST02292,2021-12-30,7396.37,Paid,Net Banking,2021-12-30,Amit,47,M,Pune,TN,2028-04-10,Regular,Active
CUST07948,2021-05-30,13413.34,Paid,Net Banking,2021-06-03,Sneha,30,M,Chennai,TN,2043-10-05,Regular,Active
CUST06460,2021-08-25,13161.56,Paid,Card,2021-08-25,Pooja,56,F,Ahmedabad,GJ,2039-09-08,Premium,Active
CUST06078,2021-11-02,3403.35,Paid,Wallet,2021-11-06,Meera,39,F,Hyderabad,MH,2038-08-22,Premium,Active
CUST01734,2021-05-08,17353.09,Paid,UPI,2021-05-13,Neha,25,M,Chennai,MH,2026-09-30,Regular,Active
CUST08855,2021-07-19,16749.48,Paid,Wallet,2021-07-21,Pooja,26,M,Pune,TN,2046-03-30,Regular,Active
CUST06893,2021-04-28,8778.93,Paid,Card,2021-04-30,Pooja,39,F,Pune,MH,2040-11-14,Regular,Active
CUST07679,2021-03-13,3287.04,Late,Card,2021-04-01,Raj,41,F,Pune,MH,2043-01-09,Regular,Active
CUST06077,2021-12-24,8653.88,Paid,Wallet,2021-12-26,Rahul,24,M,Delhi,TG,2038-08-21,Regular,Active
CUST08634,2021-03-06,1989.82,Paid,Net Banking,2021-03-07,Raj,27,F,Pune,GJ,2045-08-21,Premium,Active
CUST02275,2021-10-07,5025.74,Late,Card,2021-10-24,Rahul,24,M,Pune,MH,2028-03-24,Regular,Active
CUST04625,2021-10-29,14967.37,Paid,Wallet,2021-10-31,Sneha,39,M,Delhi,MH,2034-08-30,Regular,Active
CUST06990,2021-06-13,18112.38,Paid,Net Banking,2021-06-13,Priya,42,M,Ahmedabad,MH,2041-02-19,Regular,Active
CUST07489,2021-04-11,9224.43,Paid,UPI,2021-04-14,Sneha,52,F,Kolkata,MH,2042-07-03,Regular,Active
CUST04050,2021-01-07,18959.05,Late,Card,2021-01-27,Neha,46,F,Pune,MH,2033-02-01,Premium,Active
CUST02406,2021-04-25,2584.17,Paid,UPI,2021-04-26,Raj,57,F,Ahmedabad,WB,2028-08-02,Regular,Active
CUST00324,2021-04-28,10659.71,Paid,UPI,2021-05-03,Meera,63,M,Ahmedabad,GJ,2022-11-20,Regular,Active
CUST07174,2021-08-06,6474.63,Paid,Card,2021-08-07,Neha,42,F,Bangalore,MH,2041-08-22,Regular,Active
CUST01504,2021-03-23,2062.4,Paid,Net Banking,2021-03-26,Neha,36,F,Pune,MH,2026-02-12,Regular,Active
CUST08684,2021-04-14,4546.07,Paid,Wallet,2021-04-14,Pooja,55,M,Kolkata,MH,2045-10-10,Regular,Active
CUST00880,2021-12-19,17640.53,Paid,Card,2021-12-19,Rahul,20,F,Mumbai,MH,2024-05-29,Regular,Active
CUST03943,2021-12-01,13010.32,Paid,Card,2021-12-03,Pooja,41,F,Ahmedabad,GJ,2032-10-17,Regular,Active
CUST01755,2021-09-01,11794.55,Paid,Net Banking,2021-09-06,Raj,26,M,Pune,WB,2026-10-21,Regular,Active
CUST07831,2021-12-18,4416.58,Paid,Card,2021-12-23,Vikram,61,F,Kolkata,MH,2043-06-10,Regular,Active
CUST06302,2021-07-17,9747.15,Late,Wallet,2021-08-03,Priya,60,M,Pune,TG,2039-04-03,Premium,Active
CUST07476,2021-06-24,17303.69,Late,Wallet,2021-07-03,Pooja,57,M,Hyderabad,TG,2042-06-20,Regular,Active
CUST09830,2021-04-03,596.89,Paid,Net Banking,2021-04-05,Neha,18,F,Pune,TN,2048-11-29,Regular,Active
CUST08896,2021-09-26,2730.82,Paid,Wallet,2021-09-27,Priya,58,M,Kolkata,MH,2046-05-10,Regular,Active
CUST09819,2021-04-28,3981.2,Paid,UPI,2021-04-30,Priya,63,M,Chennai,GJ,2048-11-18,Regular,Active
CUST02219,2021-06-15,6125.02,Paid,UPI,2021-06-19,Priya,29,F,Hyderabad,TN,2028-01-28,Regular,Active
CUST05314,2021-12-15,941.75,Missed,Card,,Neha,52,M,Mumbai,TN,2036-07-19,Regular,Active
CUST07905,2021-06-30,9719.61,Late,UPI,2021-07-08,Ankit,27,M,Hyderabad,MH,2043-08-23,Regular,Active
CUST00437,2021-07-26,18087.21,Late,Wallet,2021-08-14,Pooja,37,M,Mumbai,MH,2023-03-13,Premium,Active
CUST05586,2021-07-10,12358.54,Paid,Wallet,2021-07-11,Vikram,31,M,Bangalore,MH,2037-04-17,Premium,Active
CUST01411,2021-12-24,8541.12,Paid,Card,2021-12-29,Meera,39,M,Ahmedabad,DL,2025-11-11,Regular,Active
CUST01104,2021-10-19,11426.24,Late,Card,2021-10-27,Meera,24,M,Delhi,GJ,2025-01-08,Regular,Active
CUST04264,2021-06-26,16607.74,Paid,Card,2021-06-29,Neha,50,M,Hyderabad,TN,2033-09-03,Regular,Active
CUST03398,2021-12-22,16682.24,Missed,Net Banking,,Sneha,32,M,Mumbai,MH,2031-04-21,Regular,Active
CUST05486,2021-01-27,19817.67,Late,Wallet,2021-02-11,Pooja,35,F,Kolkata,WB,2037-01-07,Regular,Active
CUST06466,2021-04-18,2135.59,Late,Net Banking,2021-04-25,Neha,41,F,Delhi,TG,2039-09-14,Regular,Active
CUST03316,2021-12-11,9046.7,Paid,UPI,2021-12-11,Sneha,27,F,Ahmedabad,DL,2031-01-29,Regular,Active
CUST01103,2021-05-29,11456.92,Paid,Card,2021-06-03,Meera,26,M,Delhi,TG,2025-01-07,Regular,Active
CUST01854,2021-05-31,5815.13,Paid,Wallet,2021-05-31,Sneha,54,F,Mumbai,TN,2027-01-28,Regular,Active
CUST01092,2021-09-29,1166.96,Late,Net Banking,2021-10-14,Sneha,29,F,Chennai,DL,2024-12-27,Regular,Active
CUST03100,2021-12-08,1092.34,Paid,Net Banking,2021-12-12,Vikram,27,F,Bangalore,DL,2030-06-27,Regular,Active
CUST07916,2021-07-22,6853.4,Late,UPI,2021-08-06,Amit,21,M,Ahmedabad,KA,2043-09-03,Premium,Active
CUST01875,2021-06-06,3139.48,Paid,Net Banking,2021-06-09,Raj,46,M,Mumbai,DL,2027-02-18,Regular,Active
CUST03226,2021-02-24,18373.81,Paid,Net Banking,2021-02-28,Priya,52,M,Ahmedabad,KA,2030-10-31,Premium,Active
CUST04659,2021-02-09,14930.33,Late,Card,2021-02-23,Neha,61,F,Kolkata,TN,2034-10-03,Regular,Active
CUST02665,2021-12-05,6479.15,Paid,Card,2021-12-06,Amit,18,M,Bangalore,TG,2029-04-18,Regular,Active
CUST00698,2021-12-13,4355.28,Late,Card,2021-12-26,Amit,29,F,Pune,TN,2023-11-29,Regular,Active
CUST01395,2021-03-19,17441.2,Paid,UPI,2021-03-20,Raj,55,M,Bangalore,TG,2025-10-26,Regular,Active
CUST05744,2021-01-23,4212.81,Late,Net Banking,2021-02-07,Raj,26,F,Ahmedabad,TN,2037-09-22,Premium,Active
CUST07253,2021-12-31,7178.98,Paid,Net Banking,2022-01-03,Raj,55,F,Ahmedabad,DL,2041-11-09,Premium,Active
CUST09177,2021-06-10,4453.74,Paid,Net Banking,2021-06-12,Priya,46,M,Ahmedabad,KA,2047-02-15,Regular,Active
CUST01222,2021-03-12,11053.38,Paid,Net Banking,2021-03-12,Sneha,31,M,Hyderabad,WB,2025-05-06,Regular,Active
CUST03883,2021-02-17,13285.85,Paid,Wallet,2021-02-17,Neha,29,F,Ahmedabad,WB,2032-08-18,Premium,Active
CUST07479,2021-02-27,19488.34,Late,Net Banking,2021-03-11,Sneha,20,M,Pune,DL,2042-06-23,Regular,Active
CUST01517,2021-05-15,7450.56,Paid,UPI,2021-05-19,Priya,27,M,Hyderabad,MH,2026-02-25,Regular,Active
CUST02122,2021-10-30,12717.95,Paid,Net Banking,2021-11-01,Raj,62,M,Hyderabad,TN,2027-10-23,Premium,Active
CUST01454,2021-06-12,7295.12,Paid,Card,2021-06-15,Meera,61,F,Ahmedabad,TG,2025-12-24,Premium,Active
CUST08408,2021-09-08,12425.77,Paid,Card,2021-09-10,Ankit,63,M,Mumbai,MH,2045-01-07,Regular,Active
CUST01893,2021-12-05,9892.35,Paid,Net Banking,2021-12-07,Amit,54,F,Chennai,MH,2027-03-08,Regular,Active
CUST07072,2021-10-26,18217.99,Paid,Card,2021-10-29,Pooja,62,F,Hyderabad,GJ,2041-05-12,Regular,Active
CUST03699,2021-09-29,19842.41,Paid,Card,2021-09-30,Raj,40,F,Pune,DL,2032-02-16,Regular,Active
CUST06247,2021-12-23,8949.4,Paid,UPI,2021-12-26,Sneha,19,F,Ahmedabad,WB,2039-02-07,Premium,Active
CUST09209,2021-05-10,14805.75,Paid,UPI,2021-05-12,Neha,58,M,Chennai,GJ,2047-03-19,Regular,Active
CUST05475,2021-09-12,5662.32,Late,Net Banking,2021-09-27,Vikram,19,F,Ahmedabad,MH,2036-12-27,Regular,Active
CUST00039,2021-08-20,10122.45,Paid,Net Banking,2021-08-24,Priya,21,F,Kolkata,MH,2022-02-08,Regular,Active
CUST03901,2021-12-16,11976.65,Paid,Card,2021-12-21,Ankit,46,M,Kolkata,MH,2032-09-05,Regular,Active
CUST08778,2021-01-30,10111.06,Paid,Wallet,2021-02-03,Raj,51,F,Mumbai,DL,2046-01-12,Regular,Active
CUST06085,2021-12-23,17858.21,Paid,Card,2021-12-24,Vikram,63,M,Bangalore,WB,2038-08-29,Regular,Active
CUST01506,2021-12-01,3755.89,Paid,Card,2021-12-01,Neha,18,M,Pune,DL,2026-02-14,Regular,Active
CUST09542,2021-12-18,9242.35,Paid,Wallet,2021-12-21,Pooja,28,F,Ahmedabad,TG,2048-02-15,Premium,Active
CUST01013,2021-01-01,13735.27,Paid,Wallet,2021-01-02,Sneha,36,F,Mumbai,GJ,2024-10-09,Regular,Active
CUST00258,2021-10-12,8832.22,Paid,UPI,2021-10-12,Rahul,60,M,Bangalore,WB,2022-09-15,Regular,Active
CUST05300,2021-02-16,660.68,Missed,UPI,,Raj,26,F,Kolkata,MH,2036-07-05,Regular,Active
CUST04008,2021-08-17,2194.53,Paid,Net Banking,2021-08-21,Neha,31,F,Pune,KA,2032-12-21,Premium,Active
CUST01264,2021-10-11,8191.2,Missed,UPI,,Meera,42,F,Pune,TG,2025-06-17,Regular,Active
CUST07587,2021-01-22,11367.58,Late,Net Banking,2021-02-08,Vikram,30,M,Kolkata,TG,2042-10-09,Regular,Active
CUST02498,2021-08-22,14806.11,Missed,UPI,,Meera,43,M,Ahmedabad,MH,2028-11-02,Regular,Active
CUST08504,2021-08-05,12008.49,Paid,UPI,2021-08-07,Vikram,61,M,Bangalore,MH,2045-04-13,Regular,Active
CUST01287,2021-07-08,2043.34,Late,UPI,2021-07-20,Vikram,45,F,Bangalore,DL,2025-07-10,Premium,Active
CUST06354,2021-02-08,3804.51,Late,Net Banking,2021-02-17,Pooja,39,F,Mumbai,TN,2039-05-25,Regular,Active
CUST06858,2021-04-28,1803.18,Missed,UPI,,Pooja,25,F,Kolkata,DL,2040-10-10,Premium,Active
CUST03530,2021-07-04,15514.17,Paid,Net Banking,2021-07-07,Vikram,38,M,Kolkata,TG,2031-08-31,Regular,Active
CUST00398,2021-02-19,17974.77,Late,Wallet,2021-02-25,Sneha,36,M,Pune,TN,2023-02-02,Regular,Active
CUST03957,2021-11-09,18744.12,Paid,Card,2021-11-14,Raj,24,M,Kolkata,MH,2032-10-31,Regular,Active
CUST07758,2021-12-23,10844.12,Paid,Net Banking,2021-12-28,Rahul,39,F,Bangalore,KA,2043-03-29,Regular,Active
CUST09636,2021-07-15,8887.33,Paid,Net Banking,2021-07-19,Pooja,39,F,Bangalore,DL,2048-05-19,Regular,Active
CUST00409,2021-12-26,15199.89,Missed,Net Banking,,Rahul,46,F,Mumbai,TN,2023-02-13,Premium,Active
CUST05691,2021-03-22,8209.35,Paid,Card,2021-03-26,Meera,42,M,Hyderabad,GJ,2037-07-31,Regular,Active
CUST05428,2021-04-16,8162.87,Paid,Wallet,2021-04-21,Priya,56,M,Ahmedabad,TG,2036-11-10,Regular,Active
CUST06192,2021-04-18,17599.13,Late,Net Banking,2021-05-08,Sneha,48,F,Hyderabad,TG,2038-12-14,Regular,Active
CUST01050,2021-03-27,2468.95,Missed,Wallet,,Priya,34,F,Mumbai,TG,2024-11-15,Regular,Active
CUST04931,2021-02-05,15778.37,Paid,Wallet,2021-02-05,Raj,37,M,Chennai,DL,2035-07-02,Regular,Active
CUST09304,2021-09-15,5326.29,Paid,Wallet,2021-09-20,Meera,64,M,Kolkata,KA,2047-06-22,Premium,Active
CUST07827,2021-02-07,14786.42,Missed,UPI,,Priya,57,F,Pune,DL,2043-06-06,Regular,Active
CUST01204,2021-03-05,7619.3,Paid,UPI,2021-03-05,Vikram,61,F,Ahmedabad,TG,2025-04-18,Regular,Active
CUST00275,2021-07-27,15416.05,Paid,Net Banking,2021-07-27,Rahul,21,F,Pune,MH,2022-10-02,Regular,Active
CUST04395,2021-02-27,8982.89,Late,Wallet,2021-03-07,Ankit,45,M,Ahmedabad,MH,2034-01-12,Regular,Active
CUST08924,2021-08-15,15779.25,Paid,Wallet,2021-08-16,Meera,55,F,Ahmedabad,TG,2046-06-07,Regular,Active
CUST08923,2021-05-31,9388.18,Missed,UPI,,Meera,61,F,Hyderabad,TG,2046-06-06,Regular,Active
CUST08070,2021-05-25,6659.47,Paid,UPI,2021-05-29,Priya,58,M,Delhi,DL,2044-02-04,Regular,Active
CUST04570,2021-08-12,9904.01,Paid,Card,2021-08-17,Vikram,63,M,Ahmedabad,DL,2034-07-06,Regular,Active
CUST05326,2021-08-31,19488.37,Missed,Net Banking,,Raj,47,M,Mumbai,TG,2036-07-31,Regular,Active
CUST02548,2021-11-05,8433.72,Paid,Card,2021-11-08,Neha,24,M,Bangalore,WB,2028-12-22,Regular,Active
CUST00896,2021-11-25,4772.69,Missed,Card,,Ankit,48,F,Chennai,MH,2024-06-14,Regular,Active
CUST06666,2021-03-30,1003.48,Paid,Card,2021-04-01,Pooja,22,F,Kolkata,KA,2040-04-01,Premium,Active
CUST03415,2021-06-17,5119.08,Paid,Net Banking,2021-06-17,Ankit,35,F,Delhi,MH,2031-05-08,Regular,Active
CUST06392,2021-02-20,10721.02,Paid,Wallet,2021-02-24,Rahul,50,F,Ahmedabad,MH,2039-07-02,Regular,Active
CUST08804,2021-03-27,744.27,Paid,UPI,2021-03-28,Amit,40,F,Bangalore,MH,2046-02-07,Regular,Active
CUST00730,2021-08-25,1818.86,Paid,Card,2021-08-29,Sneha,57,M,Ahmedabad,KA,2023-12-31,Regular,Active
CUST08650,2021-11-01,13724.08,Missed,Net Banking,,Raj,35,M,Delhi,TG,2045-09-06,Regular,Active
CUST09706,2021-03-03,18828.96,Paid,UPI,2021-03-03,Rahul,50,M,Kolkata,WB,2048-07-28,Premium,Active
CUST05012,2021-06-19,8003.59,Late,UPI,2021-07-05,Priya,37,F,Kolkata,MH,2035-09-21,Regular,Active
CUST07345,2021-10-05,11319.85,Paid,Net Banking,2021-10-07,Amit,37,F,Kolkata,TN,2042-02-09,Regular,Active
CUST07706,2021-12-26,8388.13,Paid,UPI,2021-12-26,Amit,29,F,Hyderabad,GJ,2043-02-05,Regular,Active
CUST07763,2021-03-11,13602.14,Paid,UPI,2021-03-13,Priya,31,M,Delhi,MH,2043-04-03,Regular,Active
CUST08103,2021-05-04,9819.89,Late,Net Banking,2021-05-22,Ankit,33,M,Chennai,GJ,2044-03-08,Regular,Active
CUST04030,2021-03-21,2881.38,Paid,Net Banking,2021-03-25,Rahul,24,M,Chennai,MH,2033-01-12,Regular,Active
CUST03937,2021-09-08,1553.03,Paid,Card,2021-09-09,Amit,26,F,Mumbai,MH,2032-10-11,Regular,Active
CUST08401,2021-03-16,1246.02,Paid,UPI,2021-03-19,Vikram,38,F,Ahmedabad,GJ,2044-12-31,Regular,Active
CUST02258,2021-05-11,15133.12,Late,Net Banking,2021-05-21,Pooja,51,M,Mumbai,TN,2028-03-07,Regular,Active
CUST06023,2021-09-10,17763.61,Paid,Card,2021-09-13,Raj,57,F,Hyderabad,TG,2038-06-28,Regular,Active
CUST08817,2021-07-29,19712.03,Missed,Net Banking,,Amit,59,M,Delhi,KA,2046-02-20,Regular,Active
CUST01804,2021-05-31,16336.59,Paid,Net Banking,2021-06-04,Neha,36,M,Bangalore,KA,2026-12-09,Regular,Active
CUST08680,2021-03-25,15521.28,Paid,Net Banking,2021-03-29,Priya,28,M,Mumbai,TN,2045-10-06,Regular,Active
CUST06237,2021-07-05,16942.92,Paid,UPI,2021-07-09,Pooja,42,M,Ahmedabad,TN,2039-01-28,Regular,Active
CUST00981,2021-10-14,17758.45,Paid,UPI,2021-10-18,Neha,19,F,Chennai,KA,2024-09-07,Regular,Active
CUST06786,2021-11-16,13585.69,Paid,Net Banking,2021-11-21,Vikram,57,M,Hyderabad,MH,2040-07-30,Regular,Active
CUST09869,2021-02-12,5103.26,Missed,Wallet,,Pooja,26,F,Bangalore,WB,2049-01-07,Regular,Active
CUST07896,2021-12-27,16783.68,Paid,UPI,2021-12-30,Ankit,40,M,Bangalore,KA,2043-08-14,Regular,Active
CUST05772,2021-06-25,3478.51,Paid,UPI,2021-06-27,Sneha,29,M,Chennai,MH,2037-10-20,Regular,Active
CUST07999,2021-06-16,1030.9,Paid,Net Banking,2021-06-18,Priya,23,M,Pune,WB,2043-11-25,Premium,Active
CUST02490,2021-04-08,18903.95,Late,UPI,2021-04-27,Sneha,40,F,Kolkata,DL,2028-10-25,Regular,Active
CUST03019,2021-05-03,10858.59,Missed,Card,,Pooja,20,F,Chennai,WB,2030-04-07,Premium,Active
CUST07793,2021-08-22,15089.45,Paid,Card,2021-08-22,Sneha,58,M,Hyderabad,WB,2043-05-03,Regular,Active
CUST03905,2021-01-26,15070.83,Paid,Wallet,2021-01-26,Meera,45,M,Kolkata,WB,2032-09-09,Premium,Active
CUST05787,2021-05-25,7683.96,Paid,UPI,2021-05-25,Meera,21,F,Mumbai,TN,2037-11-04,Regular,Active
CUST04641,2021-07-02,13142.57,Paid,Net Banking,2021-07-04,Vikram,23,F,Bangalore,DL,2034-09-15,Regular,Active
CUST05974,2021-03-09,14634.03,Paid,Card,2021-03-09,Ankit,20,F,Chennai,WB,2038-05-10,Premium,Active
CUST00747,2021-06-19,1032.58,Paid,Wallet,2021-06-20,Meera,27,M,Delhi,TN,2024-01-17,Regular,Active
CUST05795,2021-08-21,6495.58,Late,Wallet,2021-08-28,Sneha,41,F,Hyderabad,KA,2037-11-12,Regular,Active
CUST05554,2021-11-28,18403.01,Paid,Card,2021-11-29,Amit,60,F,Kolkata,TG,2037-03-16,Regular,Active
CUST07337,2021-07-25,5902.24,Paid,Card,2021-07-29,Priya,21,M,Kolkata,DL,2042-02-01,Regular,Active
CUST00463,2021-10-06,11331.62,Paid,Net Banking,2021-10-09,Meera,20,M,Mumbai,TN,2023-04-08,Premium,Active
CUST00259,2021-01-17,16950.54,Paid,Card,2021-01-17,Raj,63,F,Bangalore,TN,2022-09-16,Premium,Active
CUST02582,2021-06-02,1773.99,Paid,Wallet,2021-06-04,Amit,55,F,Kolkata,TN,2029-01-25,Regular,Active
CUST04162,2021-08-29,12385.28,Missed,UPI,,Priya,21,F,Pune,TN,2033-05-24,Premium,Active
CUST06248,2021-01-02,8418.03,Missed,Wallet,,Amit,25,M,Bangalore,MH,2039-02-08,Regular,Active
CUST03910,2021-11-18,7716.78,Paid,Wallet,2021-11-20,Pooja,29,F,Delhi,WB,2032-09-14,Regular,Active
CUST05045,2021-11-13,3322.48,Paid,UPI,2021-11-14,Meera,52,M,Pune,GJ,2035-10-24,Regular,Active
CUST01197,2021-08-08,18027.57,Paid,UPI,2021-08-13,Sneha,18,F,Hyderabad,KA,2025-04-11,Regular,Active
CUST08756,2021-08-19,2699.98,Paid,Wallet,2021-08-24,Sneha,35,M,Bangalore,TG,2045-12-21,Regular,Active
CUST00162,2021-11-01,17986.38,Paid,Net Banking,2021-11-03,Pooja,53,M,Mumbai,TN,2022-06-11,Regular,Active
CUST02199,2021-01-27,10172.27,Paid,UPI,2021-02-01,Sneha,57,M,Hyderabad,MH,2028-01-08,Regular,Active
CUST07564,2021-06-17,12628.41,Paid,UPI,2021-06-18,Raj,23,M,Ahmedabad,MH,2042-09-16,Regular,Active
CUST08754,2021-03-10,6183.48,Paid,Net Banking,2021-03-10,Neha,22,F,Chennai,KA,2045-12-19,Premium,Active
CUST06531,2021-07-01,6882.02,Paid,Net Banking,2021-07-05,Vikram,42,M,Delhi,TN,2039-11-18,Regular,Active
CUST03095,2021-05-21,15327.94,Paid,Card,2021-05-24,Rahul,61,M,Mumbai,KA,2030-06-22,Premium,Active
CUST00025,2021-07-27,13166.31,Late,Wallet,2021-08-09,Raj,46,F,Hyderabad,DL,2022-01-25,Regular,Active
CUST08066,2021-12-31,14847.04,Paid,Wallet,2022-01-04,Sneha,38,M,Pune,DL,2044-01-31,Regular,Active
CUST05960,2021-07-06,19098.2,Paid,Card,2021-07-08,Meera,29,F,Mumbai,GJ,2038-04-26,Regular,Active
CUST04805,2021-12-22,16354.1,Missed,Wallet,,Sneha,24,M,Hyderabad,DL,2035-02-26,Regular,Active
CUST02567,2021-09-16,2103.61,Paid,Net Banking,2021-09-16,Amit,29,F,Kolkata,MH,2029-01-10,Premium,Active
CUST03248,2021-07-12,12067.8,Paid,Net Banking,2021-07-17,Vikram,22,F,Delhi,KA,2030-11-22,Regular,Active
CUST07007,2021-10-26,13514.13,Paid,Card,2021-10-31,Raj,46,M,Mumbai,WB,2041-03-08,Regular,Active
CUST04740,2021-02-22,767.75,Paid,UPI,2021-02-23,Sneha,42,M,Kolkata,GJ,2034-12-23,Regular,Active
CUST07835,2021-07-28,15240.4,Late,Net Banking,2021-08-16,Neha,36,F,Hyderabad,MH,2043-06-14,Regular,Active
CUST09346,2021-12-16,12041.72,Late,Net Banking,2022-01-01,Amit,55,F,Ahmedabad,GJ,2047-08-03,Premium,Active
CUST03863,2021-03-05,3130.28,Paid,Card,2021-03-05,Ankit,45,M,Hyderabad,MH,2032-07-29,Regular,Active
CUST00881,2021-09-20,8117.81,Late,UPI,2021-10-02,Ankit,55,M,Bangalore,MH,2024-05-30,Premium,Active
CUST01679,2021-06-18,3601.61,Paid,UPI,2021-06-20,Meera,63,F,Ahmedabad,KA,2026-08-06,Regular,Active
CUST00854,2021-07-30,16965.47,Paid,UPI,2021-07-30,Sneha,23,M,Ahmedabad,TN,2024-05-03,Regular,Active
CUST04200,2021-10-19,7088.91,Paid,UPI,2021-10-24,Neha,37,M,Ahmedabad,MH,2033-07-01,Regular,Active
CUST00998,2021-07-04,9492.04,Paid,Wallet,2021-07-08,Pooja,45,F,Chennai,KA,2024-09-24,Premium,Active
CUST00486,2021-07-13,3500.33,Late,Wallet,2021-08-01,Rahul,33,F,Ahmedabad,GJ,2023-05-01,Regular,Active
CUST03524,2021-04-01,10760.57,Paid,Wallet,2021-04-03,Raj,58,M,Chennai,MH,2031-08-25,Regular,Active
CUST06440,2021-08-22,2684.69,Paid,Card,2021-08-24,Sneha,50,F,Bangalore,WB,2039-08-19,Regular,Active
CUST01076,2021-11-07,3330.86,Paid,Net Banking,2021-11-07,Pooja,50,F,Hyderabad,GJ,2024-12-11,Regular,Active
CUST04838,2021-10-04,17584.1,Paid,UPI,2021-10-04,Vikram,24,M,Pune,GJ,2035-03-31,Premium,Active
CUST03313,2021-12-21,6398.26,Paid,Wallet,2021-12-25,Rahul,48,M,Ahmedabad,DL,2031-01-26,Premium,Active
CUST04094,2021-09-18,8284.0,Missed,Net Banking,,Meera,32,M,Chennai,GJ,2033-03-17,Regular,Active
CUST07942,2021-02-08,4705.63,Paid,Wallet,2021-02-08,Ankit,29,M,Ahmedabad,GJ,2043-09-29,Regular,Active
CUST03285,2021-02-03,19615.71,Late,UPI,2021-02-21,Pooja,18,M,Delhi,MH,2030-12-29,Premium,Active
CUST07898,2021-06-18,6388.03,Paid,UPI,2021-06-21,Pooja,55,F,Hyderabad,GJ,2043-08-16,Regular,Active
CUST03237,2021-04-01,19962.24,Missed,UPI,,Priya,25,M,Pune,TN,2030-11-11,Regular,Active
CUST08395,2021-01-01,18585.05,Paid,Card,2021-01-01,Ankit,35,M,Hyderabad,WB,2044-12-25,Regular,Active
CUST08132,2021-01-30,11082.46,Paid,Card,2021-01-30,Raj,33,M,Mumbai,KA,2044-04-06,Regular,Active
CUST06290,2021-09-04,2072.32,Missed,Card,,Rahul,27,F,Kolkata,GJ,2039-03-22,Regular,Active
CUST04246,2021-09-05,2541.71,Missed,UPI,,Raj,62,M,Chennai,MH,2033-08-16,Regular,Active
CUST09479,2021-03-11,3916.35,Paid,Card,2021-03-11,Ankit,60,M,Pune,TN,2047-12-14,Regular,Active
