CustomerID,TicketDate,IssueType,ResolutionTime,SatisfactionScore,Name,Age,Gender,City,States,JointDate,CustomerType,Status
CUST02940,2021-10-10,Payment Issue,8,5,Amit,64,M,Bangalore,MH,2030-01-18,Regular,Active
CUST04203,2021-08-07,Service Down,8,1,Meera,24,M,Ahmedabad,KA,2033-07-04,Premium,Active
CUST01262,2021-03-30,Other,1,4,Raj,53,F,Ahmedabad,KA,2025-06-15,Regular,Active
CUST09907,2021-07-28,Service Down,6,5,Neha,30,F,Chennai,MH,2049-02-14,Regular,Active
CUST04815,2021-01-11,Payment Issue,5,1,Amit,36,M,Pune,MH,2035-03-08,Regular,Active
CUST06335,2021-11-20,Other,11,4,Vikram,36,M,Mumbai,TN,2039-05-06,Regular,Active
CUST05836,2021-12-02,Other,1,4,Priya,21,F,Kolkata,MH,2037-12-23,Regular,Active
CUST06393,2021-01-23,Service Down,4,4,Rahul,24,M,Bangalore,TN,2039-07-03,Regular,Active
CUST06817,2021-06-30,Other,6,4,Priya,54,F,Delhi,GJ,2040-08-30,Regular,Active
CUST09935,2021-04-15,Login Issue,13,1,Raj,21,M,Bangalore,MH,2049-03-14,Regular,Active
CUST04726,2021-06-24,Other,8,3,Sneha,35,M,Ahmedabad,KA,2034-12-09,Regular,Active
CUST07907,2021-02-25,Account Blocked,3,1,Raj,57,M,Hyderabad,MH,2043-08-25,Regular,Active
CUST01715,2021-01-06,Account Blocked,1,1,Pooja,59,F,Ahmedabad,MH,2026-09-11,Regular,Active
CUST07897,2021-09-22,Payment Issue,9,4,Sneha,24,F,Delhi,MH,2043-08-15,Regular,Active
CUST08250,2021-10-16,Account Blocked,6,3,Raj,53,F,Pune,WB,2044-08-02,Regular,Active
CUST04115,2021-05-27,Payment Issue,3,5,Meera,38,M,Mumbai,TN,2033-04-07,Regular,Active
CUST05069,2021-03-19,Other,2,3,Pooja,18,M,Hyderabad,MH,2035-11-17,Regular,Active
CUST00842,2021-09-18,Service Down,4,4,Raj,22,M,Ahmedabad,TG,2024-04-21,Regular,Active
CUST09827,2021-06-10,Payment Issue,6,2,Rahul,47,M,Ahmedabad,TG,2048-11-26,Regular,Active
CUST08293,2021-01-30,Account Blocked,13,4,Rahul,45,F,Chennai,KA,2044-09-14,Regular,Active
CUST07198,2021-12-01,Service Down,11,1,Amit,32,F,Mumbai,WB,2041-09-15,Regular,Active
CUST05442,2021-09-10,Service Down,13,1,Sneha,48,M,Mumbai,MH,2036-11-24,Regular,Active
CUST09218,2021-06-28,Login Issue,3,3,Amit,51,M,Chennai,GJ,2047-03-28,Premium,Active
CUST08921,2021-01-08,Other,13,3,Meera,43,M,Chennai,KA,2046-06-04,Premium,Active
CUST09897,2021-09-23,Account Blocked,5,1,Pooja,34,M,Hyderabad,WB,2049-02-04,Regular,Active
CUST00898,2021-11-08,Login Issue,12,5,Pooja,40,M,Ahmedabad,DL,2024-06-16,Regular,Active
CUST05074,2021-09-20,Login Issue,12,1,Vikram,44,M,Hyderabad,MH,2035-11-22,Regular,Active
CUST06401,2021-06-29,Payment Issue,13,2,Vikram,30,F,Pune,MH,2039-07-11,Premium,Active
CUST03692,2021-10-02,Payment Issue,9,5,Neha,51,M,Hyderabad,TN,2032-02-09,Premium,Active
CUST05500,2021-06-29,Account Blocked,14,3,Raj,38,M,Bangalore,MH,2037-01-21,Regular,Active
CUST03861,2021-02-20,Service Down,8,4,Neha,54,M,Kolkata,TG,2032-07-27,Regular,Active
CUST03309,2021-08-24,Account Blocked,10,5,Priya,53,M,Chennai,MH,2031-01-22,Regular,Active
CUST09610,2021-03-12,Login Issue,7,5,Neha,23,F,Bangalore,KA,2048-04-23,Regular,Active
CUST02008,2021-08-24,Other,13,4,Rahul,43,F,Delhi,KA,2027-07-01,Regular,Active
CUST05021,2021-12-26,Login Issue,7,5,Sneha,53,M,Delhi,GJ,2035-09-30,Premium,Active
CUST03068,2021-03-27,Login Issue,10,5,Meera,53,F,Ahmedabad,TG,2030-05-26,Regular,Active
CUST01545,2021-08-26,Other,9,5,Neha,49,M,Ahmedabad,TN,2026-03-25,Regular,Active
CUST05245,2021-05-26,Other,10,5,Pooja,46,F,Bangalore,MH,2036-05-11,Regular,Active
CUST08593,2021-11-23,Account Blocked,12,4,Sneha,57,F,Hyderabad,MH,2045-07-11,Regular,Active
CUST02305,2021-09-27,Login Issue,11,3,Rahul,25,F,Hyderabad,WB,2028-04-23,Regular,Active
CUST01582,2021-04-14,Payment Issue,6,5,Sneha,57,M,Delhi,MH,2026-05-01,Regular,Active
CUST02613,2021-08-09,Account Blocked,6,5,Rahul,58,F,Chennai,GJ,2029-02-25,Regular,Active
CUST02438,2021-05-09,Other,11,3,Ankit,24,M,Delhi,TN,2028-09-03,Regular,Active
CUST09922,2021-01-11,Payment Issue,7,5,Ankit,56,F,Hyderabad,WB,2049-03-01,Regular,Active
CUST02555,2021-04-03,Login Issue,9,3,Neha,46,M,Delhi,KA,2028-12-29,Regular,Active
CUST04681,2021-09-02,Login Issue,12,1,Pooja,31,F,Kolkata,MH,2034-10-25,Premium,Active
CUST07053,2021-07-15,Service Down,10,3,Amit,30,F,Hyderabad,WB,2041-04-23,Regular,Active
CUST09264,2021-05-22,Login Issue,1,2,Priya,37,M,Kolkata,GJ,2047-05-13,Regular,Active
CUST04166,2021-04-28,Account Blocked,12,3,Raj,26,F,Ahmedabad,TG,2033-05-28,Regular,Active
CUST07443,2021-04-14,Other,8,3,Sneha,41,M,Chennai,TN,2042-05-18,Regular,Active
CUST07920,2021-09-02,Service Down,12,3,Raj,51,M,Delhi,WB,2043-09-07,Regular,Active
CUST00128,2021-02-24,Login Issue,1,1,Amit,39,F,Mumbai,MH,2022-05-08,Regular,Active
CUST05025,2021-08-27,Payment Issue,14,3,Neha,56,M,Kolkata,MH,2035-10-04,Regular,Active
CUST00780,2021-05-22,Other,12,1,Meera,38,M,Pune,GJ,2024-02-19,Premium,Active
CUST09721,2021-08-07,Payment Issue,14,4,Amit,56,F,Pune,TG,2048-08-12,Premium,Active
CUST01760,2021-03-04,Account Blocked,2,5,Ankit,51,M,Delhi,KA,2026-10-26,Regular,Active
CUST04430,2021-07-15,Login Issue,1,2,Sneha,59,F,Pune,DL,2034-02-16,Regular,Active
CUST01931,2021-04-09,Other,6,3,Vikram,50,F,Bangalore,MH,2027-04-15,Regular,Active
CUST05335,2021-06-07,Payment Issue,7,4,Meera,48,F,Chennai,WB,2036-08-09,Premium,Active
CUST00378,2021-08-10,Payment Issue,11,5,Priya,54,M,Bangalore,MH,2023-01-13,Regular,Active
CUST02333,2021-03-15,Account Blocked,8,3,Priya,27,M,Kolkata,KA,2028-05-21,Premium,Active
CUST05290,2021-08-19,Service Down,4,2,Sneha,21,F,Pune,GJ,2036-06-25,Regular,Active
CUST02089,2021-07-25,Payment Issue,2,5,Priya,42,F,Pune,WB,2027-09-20,Regular,Active
CUST04131,2021-07-31,Login Issue,14,3,Meera,23,F,Bangalore,TG,2033-04-23,Regular,Active
CUST05346,2021-06-06,Login Issue,13,5,Ankit,33,F,Pune,TG,2036-08-20,Regular,Active
CUST09132,2021-05-15,Other,1,2,Priya,28,F,Mumbai,TN,2047-01-01,Regular,Active
CUST05079,2021-09-08,Service Down,9,5,Ankit,20,M,Kolkata,MH,2035-11-27,Premium,Active
CUST05165,2021-07-16,Service Down,10,1,Rahul,60,F,Pune,KA,2036-02-21,Premium,Active
CUST01266,2021-11-03,Account Blocked,9,1,Vikram,53,M,Delhi,KA,2025-06-19,Regular,Active
CUST08824,2021-10-20,Service Down,4,1,Ankit,40,F,Delhi,WB,2046-02-27,Regular,Active
CUST02389,2021-09-11,Account Blocked,1,1,Meera,43,M,Kolkata,TG,2028-07-16,Regular,Active
CUST08695,2021-02-24,Login Issue,11,3,Ankit,42,M,Ahmedabad,TN,2045-10-21,Regular,Active
CUST04253,2021-11-10,Login Issue,8,3,Neha,35,M,Ahmedabad,GJ,2033-08-23,Regular,Active
CUST05293,2021-05-06,Service Down,4,3,Neha,59,F,Delhi,WB,2036-06-28,Premium,Active
CUST07272,2021-01-15,Service Down,2,3,Meera,38,M,Ahmedabad,TG,2041-11-28,Regular,Active
CUST05392,2021-06-28,Login Issue,3,4,Priya,38,M,Pune,DL,2036-10-05,Regular,Active
CUST00018,2021-06-03,Payment Issue,11,3,Pooja,49,F,Mumbai,TG,2022-01-18,Regular,Active
CUST01882,2021-02-22,Service Down,11,2,Rahul,36,F,Ahmedabad,MH,2027-02-25,Premium,Active
CUST09843,2021-07-20,Payment Issue,14,5,Raj,51,M,Chennai,DL,2048-12-12,Regular,Active
CUST06352,2021-05-13,Account Blocked,6,4,Rahul,22,M,Mumbai,MH,2039-05-23,Premium,Active
CUST02347,2021-03-06,Service Down,7,4,Raj,39,M,Delhi,DL,2028-06-04,Regular,Active
CUST04861,2021-01-22,Service Down,10,2,Neha,26,F,Ahmedabad,WB,2035-04-23,Regular,Active
CUST04712,2021-03-05,Service Down,2,1,Neha,26,F,Mumbai,MH,2034-11-25,Premium,Active
CUST09143,2021-11-18,Account Blocked,10,1,Raj,44,F,Kolkata,TG,2047-01-12,Regular,Active
CUST07393,2021-01-20,Account Blocked,6,5,Meera,54,M,Bangalore,MH,2042-03-29,Regular,Active
CUST03794,2021-12-19,Login Issue,9,4,Vikram,49,F,Mumbai,TG,2032-05-21,Regular,Active
CUST06650,2021-11-20,Login Issue,7,5,Meera,64,F,Pune,GJ,2040-03-16,Regular,Active
CUST00450,2021-11-19,Payment Issue,9,1,Rahul,59,M,Pune,TN,2023-03-26,Regular,Active
CUST05322,2021-03-16,Service Down,7,3,Neha,52,F,Pune,GJ,2036-07-27,Regular,Active
CUST03392,2021-12-07,Payment Issue,10,3,Amit,34,F,Chennai,MH,2031-04-15,Regular,Active
CUST02063,2021-07-21,Account Blocked,7,5,Rahul,54,M,Delhi,DL,2027-08-25,Regular,Active
CUST05987,2021-06-24,Service Down,8,4,Priya,27,M,Ahmedabad,DL,2038-05-23,Regular,Active
CUST01163,2021-12-31,Payment Issue,4,3,Amit,23,M,Ahmedabad,DL,2025-03-08,Regular,Active
CUST02882,2021-11-29,Service Down,5,5,Vikram,47,M,Delhi,DL,2029-11-21,Regular,Active
CUST06136,2021-08-04,Other,7,2,Meera,56,F,Ahmedabad,GJ,2038-10-19,Regular,Active
CUST07269,2021-02-21,Payment Issue,11,4,Priya,23,F,Hyderabad,KA,2041-11-25,Premium,Active
CUST03028,2021-07-30,Account Blocked,3,1,Pooja,56,F,Hyderabad,WB,2030-04-16,Regular,Active
CUST07004,2021-08-11,Service Down,7,1,Priya,46,M,Kolkata,WB,2041-03-05,Regular,Active
CUST03245,2021-10-08,Payment Issue,11,2,Pooja,52,F,Hyderabad,WB,2030-11-19,Regular,Active
CUST02628,2021-09-25,Login Issue,6,3,Neha,24,F,Bangalore,TG,2029-03-12,Premium,Active
CUST08510,2021-01-30,Login Issue,13,4,Sneha,30,F,Mumbai,DL,2045-04-19,Regular,Active
CUST01648,2021-03-21,Account Blocked,1,3,Neha,46,M,Kolkata,TN,2026-07-06,Regular,Active
CUST02216,2021-12-29,Service Down,14,3,Priya,54,F,Kolkata,DL,2028-01-25,Regular,Active
CUST01461,2021-09-14,Account Blocked,1,5,Sneha,62,M,Chennai,WB,2025-12-31,Regular,Active
CUST09143,2021-11-05,Service Down,11,5,Raj,44,F,Kolkata,TG,2047-01-12,Regular,Active
CUST04901,2021-02-22,Other,6,4,Meera,58,M,Delhi,DL,2035-06-02,Regular,Active
CUST02275,2021-04-28,Other,12,2,Rahul,24,M,Pune,MH,2028-03-24,Regular,Active
CUST08399,2021-04-23,Account Blocked,9,2,Amit,53,F,Ahmedabad,TN,2044-12-29,Regular,Active
CUST00151,2021-12-03,Account Blocked,12,3,Rahul,58,M,Hyderabad,MH,2022-05-31,Premium,Active
CUST02049,2021-11-29,Other,14,5,Neha,26,M,Mumbai,GJ,2027-08-11,Premium,Active
CUST06511,2021-09-18,Payment Issue,8,5,Rahul,35,F,Hyderabad,DL,2039-10-29,Regular,Active
CUST05137,2021-06-13,Payment Issue,12,4,Priya,45,M,Mumbai,TN,2036-01-24,Regular,Active
CUST02190,2021-11-20,Other,5,3,Vikram,26,M,Kolkata,TG,2027-12-30,Regular,Active
CUST03189,2021-05-25,Payment Issue,4,1,Pooja,34,M,Pune,TG,2030-09-24,Regular,Active
CUST09707,2021-07-23,Account Blocked,4,1,Pooja,25,M,Delhi,TG,2048-07-29,Regular,Active
CUST03519,2021-12-24,Other,1,5,Raj,19,M,Hyderabad,DL,2031-08-20,Regular,Active
CUST02648,2021-12-28,Service Down,9,4,Rahul,18,F,Mumbai,TG,2029-04-01,Regular,Active
CUST01156,2021-01-30,Account Blocked,6,1,Vikram,34,M,Kolkata,MH,2025-03-01,Regular,Active
CUST04360,2021-01-31,Account Blocked,8,5,Vikram,42,F,Kolkata,KA,2033-12-08,Regular,Active
CUST03625,2021-06-16,Account Blocked,13,1,Rahul,32,F,Mumbai,DL,2031-12-04,Regular,Active
CUST00864,2021-08-23,Service Down,4,2,Rahul,36,M,Chennai,MH,2024-05-13,Regular,Active
CUST04264,2021-02-26,Service Down,2,1,Neha,50,M,Hyderabad,TN,2033-09-03,Regular,Active
CUST00696,2021-06-23,Service Down,5,4,Vikram,35,M,Pune,MH,2023-11-27,Regular,Active
CUST01551,2021-10-17,Payment Issue,10,1,Ankit,19,F,Pune,WB,2026-03-31,Regular,Active
CUST00336,2021-04-12,Payment Issue,13,4,Rahul,29,M,Mumbai,WB,2022-12-02,Regular,Active
CUST00127,2021-09-12,Login Issue,13,1,Neha,42,F,Hyderabad,MH,2022-05-07,Regular,Active
CUST08059,2021-06-21,Login Issue,4,4,Ankit,26,M,Pune,TN,2044-01-24,Premium,Active
CUST04920,2021-01-16,Account Blocked,3,5,Neha,35,F,Bangalore,MH,2035-06-21,Regular,Active
CUST00458,2021-02-18,Account Blocked,10,1,Rahul,39,M,Chennai,KA,2023-04-03,Regular,Active
CUST00665,2021-03-10,Account Blocked,2,1,Vikram,31,M,Chennai,TN,2023-10-27,Regular,Active
CUST03124,2021-06-01,Login Issue,2,5,Amit,40,F,Kolkata,TN,2030-07-21,Regular,Active
CUST05699,2021-07-31,Service Down,1,1,Meera,21,M,Mumbai,GJ,2037-08-08,Premium,Active
CUST01665,2021-11-18,Payment Issue,5,2,Pooja,62,F,Bangalore,TN,2026-07-23,Regular,Active
CUST07419,2021-02-20,Account Blocked,14,2,Rahul,61,M,Chennai,TG,2042-04-24,Regular,Active
CUST04644,2021-11-13,Login Issue,4,3,Rahul,47,F,Bangalore,KA,2034-09-18,Regular,Active
CUST05720,2021-06-07,Login Issue,10,2,Vikram,51,M,Kolkata,GJ,2037-08-29,Regular,Active
CUST09338,2021-03-01,Payment Issue,1,2,Ankit,47,M,Kolkata,WB,2047-07-26,Regular,Active
CUST07647,2021-02-11,Payment Issue,11,5,Meera,19,F,Ahmedabad,KA,2042-12-08,Regular,Active
CUST05624,2021-03-30,Payment Issue,4,1,Vikram,57,M,Ahmedabad,DL,2037-05-25,Regular,Active
CUST07936,2021-08-01,Login Issue,8,1,Ankit,19,F,Bangalore,MH,2043-09-23,Regular,Active
CUST01928,2021-09-24,Account Blocked,2,4,Vikram,53,M,Bangalore,TG,2027-04-12,Regular,Active
CUST05646,2021-08-06,Other,13,2,Sneha,59,F,Mumbai,MH,2037-06-16,Regular,Active
CUST02716,2021-04-01,Login Issue,4,3,Priya,18,F,Mumbai,KA,2029-06-08,Regular,Active
CUST02180,2021-09-30,Payment Issue,2,3,Neha,24,F,Pune,TG,2027-12-20,Regular,Active
CUST02762,2021-01-29,Account Blocked,10,2,Neha,31,F,Delhi,WB,2029-07-24,Regular,Active
CUST05673,2021-07-18,Payment Issue,12,1,Neha,23,F,Delhi,GJ,2037-07-13,Regular,Active
CUST06741,2021-08-02,Login Issue,7,4,Rahul,49,M,Delhi,MH,2040-06-15,Regular,Active
CUST07230,2021-12-21,Login Issue,12,4,Amit,22,M,Mumbai,TG,2041-10-17,Premium,Active
CUST00386,2021-03-21,Account Blocked,5,3,Meera,53,M,Mumbai,KA,2023-01-21,Regular,Active
CUST00929,2021-06-19,Service Down,14,3,Pooja,51,M,Mumbai,TG,2024-07-17,Regular,Active
CUST01802,2021-03-17,Other,13,4,Vikram,41,M,Pune,GJ,2026-12-07,Regular,Active
CUST01149,2021-01-30,Service Down,11,2,Ankit,38,F,Pune,DL,2025-02-22,Regular,Active
CUST00971,2021-05-10,Service Down,13,2,Meera,61,F,Chennai,KA,2024-08-28,Regular,Active
CUST01637,2021-03-12,Other,5,1,Sneha,40,F,Delhi,GJ,2026-06-25,Regular,Active
CUST04934,2021-04-07,Service Down,4,5,Rahul,20,F,Kolkata,MH,2035-07-05,Regular,Active
CUST05506,2021-09-12,Login Issue,8,2,Raj,42,F,Kolkata,TN,2037-01-27,Regular,Active
CUST05058,2021-12-26,Service Down,8,2,Rahul,50,F,Kolkata,MH,2035-11-06,Premium,Active
CUST07466,2021-07-08,Payment Issue,14,1,Vikram,31,M,Ahmedabad,WB,2042-06-10,Regular,Active
CUST05424,2021-09-23,Service Down,14,5,Ankit,55,F,Kolkata,KA,2036-11-06,Regular,Active
CUST01347,2021-10-13,Payment Issue,8,4,Rahul,40,M,Pune,TN,2025-09-08,Regular,Active
CUST07700,2021-03-07,Login Issue,4,1,Pooja,40,F,Mumbai,TN,2043-01-30,Regular,Active
CUST04508,2021-01-13,Service Down,12,5,Raj,53,M,Bangalore,DL,2034-05-05,Regular,Active
CUST04608,2021-10-21,Login Issue,10,3,Pooja,49,F,Chennai,KA,2034-08-13,Regular,Active
CUST05051,2021-03-15,Payment Issue,13,2,Vikram,27,M,Bangalore,KA,2035-10-30,Regular,Active
CUST08916,2021-06-22,Account Blocked,2,2,Vikram,41,M,Mumbai,MH,2046-05-30,Premium,Active
CUST00523,2021-08-15,Other,13,2,Neha,60,F,Hyderabad,GJ,2023-06-07,Regular,Active
CUST06022,2021-11-24,Service Down,6,1,Ankit,41,F,Kolkata,DL,2038-06-27,Premium,Active
CUST00454,2021-09-24,Other,12,2,Ankit,22,M,Chennai,TN,2023-03-30,Premium,Active
CUST05976,2021-10-13,Login Issue,4,3,Vikram,49,F,Kolkata,DL,2038-05-12,Premium,Active
CUST06260,2021-10-18,Account Blocked,2,3,Meera,23,F,Mumbai,DL,2039-02-20,Premium,Active
CUST00286,2021-12-05,Service Down,7,2,Pooja,38,M,Bangalore,WB,2022-10-13,Regular,Active
CUST03961,2021-06-06,Account Blocked,1,5,Priya,30,F,Chennai,DL,2032-11-04,Regular,Active
CUST01428,2021-09-05,Other,5,4,Raj,59,F,Mumbai,KA,2025-11-28,Premium,Active
CUST03837,2021-09-24,Payment Issue,6,5,Vikram,47,M,Hyderabad,TG,2032-07-03,Regular,Active
CUST07186,2021-11-15,Other,13,5,Amit,34,M,Bangalore,TN,2041-09-03,Regular,Active
CUST06224,2021-07-30,Login Issue,5,5,Neha,42,F,Delhi,MH,2039-01-15,Premium,Active
CUST07334,2021-06-11,Account Blocked,10,3,Neha,36,F,Chennai,MH,2042-01-29,Regular,Active
CUST00169,2021-10-02,Login Issue,8,3,Vikram,27,M,Ahmedabad,MH,2022-06-18,Regular,Active
CUST09158,2021-08-17,Service Down,2,3,Meera,56,F,Ahmedabad,DL,2047-01-27,Regular,Active
CUST04516,2021-01-20,Service Down,9,1,Meera,48,F,Chennai,GJ,2034-05-13,Regular,Active
CUST04803,2021-09-29,Login Issue,14,2,Ankit,34,F,Mumbai,DL,2035-02-24,Regular,Active
CUST04083,2021-04-12,Account Blocked,4,3,Amit,23,F,Pune,DL,2033-03-06,Regular,Active
CUST01787,2021-04-28,Other,3,5,Ankit,63,F,Hyderabad,KA,2026-11-22,Regular,Active
CUST04470,2021-05-02,Login Issue,13,3,Vikram,18,M,Chennai,KA,2034-03-28,Regular,Active
CUST08338,2021-04-30,Login Issue,6,3,Priya,28,F,Kolkata,TN,2044-10-29,Regular,Active
CUST08052,2021-11-16,Payment Issue,1,5,Sneha,36,M,Kolkata,WB,2044-01-17,Regular,Active
CUST04563,2021-03-04,Other,3,4,Meera,40,F,Bangalore,TN,2034-06-29,Premium,Active
CUST03496,2021-06-26,Payment Issue,2,5,Neha,27,F,Kolkata,TG,2031-07-28,Premium,Active
CUST02374,2021-12-20,Login Issue,6,5,Vikram,22,F,Kolkata,DL,2028-07-01,Regular,Active
CUST06104,2021-03-13,Account Blocked,7,2,Neha,25,F,Ahmedabad,MH,2038-09-17,Regular,Active
CUST03865,2021-05-09,Other,2,5,Vikram,45,M,Pune,MH,2032-07-31,Regular,Active
CUST03489,2021-10-11,Service Down,1,2,Raj,56,M,Pune,WB,2031-07-21,Premium,Active
CUST05692,2021-08-18,Service Down,13,3,Raj,19,M,Bangalore,MH,2037-08-01,Regular,Active
CUST03758,2021-09-30,Service Down,4,4,Ankit,20,F,Pune,TG,2032-04-15,Regular,Active
CUST02954,2021-06-19,Login Issue,3,3,Priya,54,F,Pune,MH,2030-02-01,Regular,Active
CUST07414,2021-01-21,Service Down,12,4,Sneha,20,F,Mumbai,MH,2042-04-19,Regular,Active
CUST03702,2021-07-13,Other,1,5,Sneha,41,M,Ahmedabad,MH,2032-02-19,Regular,Active
CUST02792,2021-04-18,Service Down,9,1,Raj,57,F,Bangalore,MH,2029-08-23,Regular,Active
CUST07485,2021-02-24,Account Blocked,10,2,Raj,49,F,Hyderabad,KA,2042-06-29,Regular,Active
CUST04967,2021-12-02,Login Issue,10,3,Priya,43,M,Pune,TN,2035-08-07,Premium,Active
CUST00222,2021-09-11,Login Issue,11,5,Raj,47,F,Delhi,TG,2022-08-10,Regular,Active
CUST05517,2021-09-17,Login Issue,3,5,Pooja,39,F,Ahmedabad,GJ,2037-02-07,Regular,Active
CUST08605,2021-09-21,Payment Issue,2,1,Meera,46,M,Ahmedabad,TG,2045-07-23,Regular,Active
CUST09443,2021-12-23,Other,8,1,Meera,43,M,Mumbai,DL,2047-11-08,Regular,Active
CUST06616,2021-01-15,Service Down,10,5,Meera,37,F,Chennai,KA,2040-02-11,Regular,Active
CUST00627,2021-02-06,Other,8,5,Neha,31,F,Hyderabad,KA,2023-09-19,Regular,Active
CUST08816,2021-07-19,Account Blocked,2,4,Vikram,64,F,Pune,MH,2046-02-19,Regular,Active
CUST01466,2021-06-10,Payment Issue,3,3,Raj,27,F,Pune,MH,2026-01-05,Regular,Active
CUST06991,2021-03-11,Login Issue,10,1,Neha,64,M,Hyderabad,WB,2041-02-20,Premium,Active
CUST09942,2021-06-20,Payment Issue,9,1,Sneha,41,F,Hyderabad,TG,2049-03-21,Regular,Active
CUST03764,2021-10-13,Account Blocked,6,5,Priya,63,F,Mumbai,DL,2032-04-21,Regular,Active
CUST00370,2021-02-22,Login Issue,5,2,Vikram,34,M,Bangalore,GJ,2023-01-05,Regular,Active
CUST09914,2021-07-08,Other,7,5,Neha,56,F,Hyderabad,GJ,2049-02-21,Premium,Active
CUST00786,2021-09-04,Payment Issue,12,4,Rahul,32,F,Pune,TG,2024-02-25,Regular,Active
CUST04493,2021-11-17,Service Down,3,4,Pooja,61,F,Ahmedabad,DL,2034-04-20,Regular,Active
CUST01263,2021-01-18,Payment Issue,4,1,Pooja,47,M,Bangalore,MH,2025-06-16,Regular,Active
CUST01822,2021-09-21,Payment Issue,1,1,Vikram,44,M,Ahmedabad,WB,2026-12-27,Regular,Active
CUST06721,2021-07-05,Account Blocked,5,3,Neha,32,M,Kolkata,TG,2040-05-26,Regular,Active
CUST07941,2021-08-11,Login Issue,4,3,Ankit,30,F,Mumbai,KA,2043-09-28,Premium,Active
CUST09673,2021-07-13,Other,10,5,Amit,57,F,Hyderabad,TN,2048-06-25,Premium,Active
CUST08052,2021-09-16,Login Issue,11,1,Sneha,36,M,Kolkata,WB,2044-01-17,Regular,Active
CUST07158,2021-10-04,Login Issue,14,5,Vikram,43,M,Hyderabad,TN,2041-08-06,Regular,Active
CUST05108,2021-07-27,Login Issue,3,4,Raj,56,M,Ahmedabad,GJ,2035-12-26,Premium,Active
CUST06148,2021-09-02,Other,11,1,Priya,50,F,Ahmedabad,TG,2038-10-31,Regular,Active
CUST02103,2021-07-03,Payment Issue,4,4,Vikram,24,F,Ahmedabad,WB,2027-10-04,Regular,Active
CUST08248,2021-02-19,Service Down,12,4,Ankit,58,F,Ahmedabad,TG,2044-07-31,Regular,Active
CUST05158,2021-11-19,Service Down,8,3,Pooja,47,M,Ahmedabad,MH,2036-02-14,Regular,Active
CUST08228,2021-12-31,Service Down,3,5,Ankit,50,F,Ahmedabad,TG,2044-07-11,Regular,Active
CUST09606,2021-08-18,Service Down,2,5,Sneha,27,M,Bangalore,TG,2048-04-19,Regular,Active
CUST04128,2021-11-05,Account Blocked,7,4,Ankit,22,F,Kolkata,TN,2033-04-20,Regular,Active
CUST05757,2021-08-17,Payment Issue,8,3,Raj,60,F,Mumbai,DL,2037-10-05,Regular,Active
CUST02533,2021-10-18,Account Blocked,7,2,Vikram,63,F,Pune,MH,2028-12-07,Regular,Active
CUST09701,2021-06-07,Account Blocked,6,2,Pooja,46,M,Kolkata,TG,2048-07-23,Premium,Active
CUST00061,2021-02-08,Login Issue,10,3,Neha,53,M,Bangalore,TN,2022-03-02,Regular,Active
CUST05570,2021-05-19,Account Blocked,12,5,Meera,30,M,Mumbai,TG,2037-04-01,Regular,Active
CUST03691,2021-10-13,Login Issue,5,1,Rahul,32,F,Hyderabad,MH,2032-02-08,Regular,Active
CUST03648,2021-02-06,Account Blocked,7,5,Meera,54,F,Delhi,TN,2031-12-27,Regular,Active
CUST07360,2021-06-03,Service Down,9,5,Pooja,61,F,Ahmedabad,KA,2042-02-24,Regular,Active
CUST06665,2021-09-07,Service Down,6,5,Amit,21,M,Delhi,DL,2040-03-31,Regular,Active
CUST07767,2021-05-17,Payment Issue,2,2,Ankit,59,M,Kolkata,GJ,2043-04-07,Premium,Active
CUST05953,2021-02-25,Login Issue,4,3,Meera,61,M,Bangalore,MH,2038-04-19,Regular,Active
CUST01901,2021-04-07,Login Issue,14,3,Sneha,33,M,Chennai,TN,2027-03-16,Regular,Active
CUST07932,2021-07-27,Login Issue,4,3,Sneha,50,M,Kolkata,TG,2043-09-19,Premium,Active
CUST09288,2021-10-09,Service Down,5,5,Vikram,31,M,Delhi,TN,2047-06-06,Premium,Active
CUST09588,2021-12-09,Service Down,11,2,Priya,31,F,Hyderabad,TN,2048-04-01,Regular,Active
CUST00022,2021-02-11,Other,10,3,Ankit,46,M,Ahmedabad,WB,2022-01-22,Regular,Active
CUST04823,2021-06-05,Login Issue,10,2,Vikram,31,M,Kolkata,KA,2035-03-16,Regular,Active
CUST05387,2021-11-28,Service Down,12,3,Pooja,44,F,Ahmedabad,MH,2036-09-30,Regular,Active
CUST02970,2021-11-05,Login Issue,14,1,Raj,21,F,Kolkata,MH,2030-02-17,Regular,Active
CUST03007,2021-12-01,Login Issue,13,5,Neha,36,F,Ahmedabad,MH,2030-03-26,Regular,Active
CUST06985,2021-01-20,Account Blocked,11,3,Meera,23,F,Kolkata,MH,2041-02-14,Regular,Active
CUST04530,2021-11-29,Account Blocked,14,4,Sneha,49,F,Mumbai,WB,2034-05-27,Premium,Active
CUST04482,2021-11-19,Login Issue,13,4,Sneha,47,F,Chennai,TN,2034-04-09,Regular,Active
CUST02240,2021-03-28,Login Issue,3,4,Amit,27,M,Kolkata,TN,2028-02-18,Premium,Active
CUST03542,2021-12-31,Payment Issue,3,4,Priya,27,M,Mumbai,MH,2031-09-12,Regular,Active
CUST03763,2021-01-18,Payment Issue,7,5,Neha,62,M,Chennai,MH,2032-04-20,Regular,Active
